Key,polish
meleeToolSalvageT1WrenchDesc,"Tool for disassembling mechanical devices like cars, air conditioners and more. Can repair cars"
meleeToolSalvageT1WrenchSchematic,"Wrench"
meleeToolSalvageT2Ratchet,"Ratchet"
meleeToolSalvageT2RatchetDesc,"Tool for disassembling mechanical devices like cars, air conditioners and more. Can repair cars"
meleeToolSalvageT2RatchetSchematic,"Ratchet"
meleeToolSalvageT3ImpactDriver,"Impact Driver"
meleeToolSalvageT3ImpactDriverDesc,"Tool for disassembling mechanical devices like cars, air conditioners and more. Can repair cars"
meleeToolSalvageT3ImpactDriverSchematic,"Impact Driver"
meleeToolShovelIron,"Iron Shovel"
meleeToolShovelIronDesc,"Great tool for digging through dirt, sand or snow."
meleeToolShovelSteel,"Steel Shovel"
meleeToolShovelSteelDesc,"Great tool for digging through dirt, sand or snow."
meleeToolShovelT0StoneShovel,"Stone Shovel"
meleeToolShovelT0StoneShovelDesc,"Primitive digging tool, useful for gathering dirt, sand or snow if no better tool is available"
meleeToolShovelT1IronShovel,"Iron Shovel"
meleeToolShovelT1IronShovelDesc,"Good for digging through earth, sand or snow"
meleeToolShovelT2SteelShovel,"Steel Shovel"
meleeToolShovelT2SteelShovelDesc,"Great for digging earth, sand or snow"
meleeToolSteelSetSchematic,"Steel Tools"
meleeToolTorch,"Torch"
meleeToolTorchDesc,"Can be used as a light source. Has a chance to ignite enemies"
meleeWpnBatonT2StunBaton,"Stun Baton"
meleeWpnBatonT2StunBatonDesc,"Combination of primitive brute force and technology"
meleeWpnBatonT2StunBatonSchematic,"Stun Baton"
meleeWpnBladeT0BoneKnife,"Bone Shiv"
meleeWpnBladeT0BoneKnifeDesc,"Useful for gutting animals. Attacks can cause bleeding"
meleeWpnBladeT1HuntingKnife,"Hunting Knife"
meleeWpnBladeT1HuntingKnifeDesc,"Useful for gutting animals. Attacks can cause bleeding"
meleeWpnBladeT1HuntingKnifeSchematic,"Hunting Knife"
meleeWpnBladeT1CandyKnife,"Candy Knife"
meleeWpnBladeT1CandyKnifeDesc,"Stab your enemies in a festive mood!"
meleeWpnBladeT3Machete,"Scrap Machete"
meleeWpnBladeT3MacheteDesc,"Useful for gutting animals. Attacks can cause bleeding"
meleeWpnClubT0WoodenClub,"Wooden Club"
meleeWpnClubT0WoodenClubDesc,"Primitive blunt weapon, good for breaking knees and skulls"
meleeWpnClubT1BaseballBat,"Baseball Bat"
meleeWpnClubT1BaseballBatDesc,"Average blunt weapon for breaking knees and skulls"
meleeWpnClubT1BaseballBatSchematic,"Baseball Bat"
meleeWpnClubT1CandyClub,"Candy Cane Club"
meleeWpnClubT1CandyClubDesc,"Beat down your enemies in a festive mood!"
meleeWpnClubT3SteelClub,"Steel Club"
meleeWpnClubT3SteelClubDesc,"Hard hitting and durable club for breaking knees and skulls"
meleeWpnKnucklesT0LeatherKnuckles,"Knuckle Wraps"
meleeWpnKnucklesT0LeatherKnucklesDesc,"Protects your hands and makes punches more impactful"
meleeWpnKnucklesT1IronKnuckles,"Iron Knuckles"
meleeWpnKnucklesT1IronKnucklesDesc,"Protects your hands and makes punches more impactful"
meleeWpnKnucklesT1IronKnucklesSchematic,"Iron Knuckles"
meleeWpnKnucklesT3SteelKnuckles,"Steel Knuckles"
meleeWpnKnucklesT3SteelKnucklesDesc,"Protects your hands and makes punches more impactful. Also useful for gutting animals"
meleeWpnKnucklesT3SteelKnucklesSchematic,"Steel Knuckles"
meleeWpnBatonT0PipeBaton,"Pipe Baton"
meleeWpnBatonT0PipeBatonDesc,"Baton crafted from junk parts and pipes. Light weight, but still packs a decent punch."
meleeWpnSledgeT0StoneSledgehammer,"Stone Sledgehammer"
meleeWpnSledgeT0StoneSledgehammerDesc,"One of the best weapons for cracking skulls"
meleeWpnSledgeT1IronSledgehammer,"Iron Sledgehammer"
meleeWpnSledgeT1IronSledgehammerDesc,"One of the best weapons for cracking skulls"
meleeWpnSledgeT1IronSledgehammerSchematic,"Iron Sledgehammer"
meleeWpnSledgeT3SteelSledgehammer,"Steel Sledgehammer"
meleeWpnSledgeT3SteelSledgehammerDesc,"One of the best weapons for cracking skulls"
meleeWpnSledgeT3SteelSledgehammerSchematic,"Steel Sledgehammer"
meleeWpnSpearT0StoneSpear,"Stone Spear"
meleeWpnSpearT0StoneSpearDesc,"Can be used as a melee weapon or thrown as a ranged weapon"
meleeWpnSpearT1IronSpear,"Iron Spear"
meleeWpnSpearT1IronSpearDesc,"Can be used as a melee weapon or thrown as a ranged weapon"
meleeWpnSpearT1IronSpearSchematic,"Iron Spear"
meleeWpnSpearT3SteelSpear,"Steel Spear"
meleeWpnSpearT3SteelSpearDesc,"Can be used as a melee weapon or thrown as a ranged weapon"
modArmorAdvancedMuffledConnectorsSchematic,"Adv.Muffled Connectors Mod"
modArmorBandolierSchematic,"Bandolier Mod"
modArmorCoolingMeshSchematic,"Cooling Mesh Mod"
modArmorCustomizedFittingsSchematic,"Customized Fittings Mod"
modArmorDoubleStoragePocket,"Armor Double Pocket Mod"
modArmorDoubleStoragePocketDesc,"[decea3]Armor Mod[-]\nExpands your inventory capacity when installed in helmet, chest, gloves, pants or boots."
modArmorDoubleStoragePocketSchematic,"Armor Double Pocket Mod"
modArmorHelmetLightSchematic,"Helmet Light Mod"
modArmorImpactBracingSchematic,"Impact Bracing Mod"
modArmorImprovedFittingsSchematic,"Improved Fittings Mod"
modArmorInsulatedLinerSchematic,"Insulated Liner Mod"
modArmorMuffledConnectorsSchematic,"Muffled Connectors Mod"
modArmorPlatingBasicSchematic,"Armor Plating Mod"
modArmorPlatingReinforcedSchematic,"Banded Armor Plating Mod"
modArmorStoragePocket,"Armor Pocket Mod"
modArmorStoragePocketDesc,"[decea3]Armor Mod[-]\nExpands your inventory capacity when installed in helmet, chest, gloves, pants or boots."
modArmorStoragePocketSchematic,"Armor Pocket Mod"
modArmorTripleStoragePocket,"Armor Triple Pocket Mod"
modArmorTripleStoragePocketDesc,"[decea3]Armor Mod[-]\nExpands your inventory capacity when installed in helmet, chest, gloves, pants or boots."
modArmorTripleStoragePocketSchematic,"Armor Triple Pocket Mod"
modArmorWaterPurifierSchematic,"Water Purifier Mod"
modClothingStoragePocket,"Clothing Pocket Mod"
modClothingStoragePocketDesc,"[decea3]Clothing Mod[-]\nExpands your inventory capacity when installed in pants, shirts or overcoats."
modClothingCargoStoragePocket,"Clothing Double Pocket Mod"
modClothingCargoStoragePocketDesc,"[decea3]Clothing Mod[-]\nExpands your inventory capacity when installed in pants, shirts or overcoats."
modFuelTankLargeSchematic,"Motor Tool Large Tank Mod"
modFuelTankSmallSchematic,"Motor Tool Small Tank Mod"
modGunBarrelExtenderSchematic,"Barrel Extender Mod"
modGunBipodSchematic,"Bipod Mod"
modGunBowArrowRestSchematic,"Arrow Rest Mod"
modGunBowPolymerStringSchematic,"Polymer String Mod"
modGunChokeSchematic,"Shotgun Choke Mod"
modGunCrippleEmSchematic,"Cripple 'Em Mod"
modGunDuckbillSchematic,"Shotgun DuckBill Mod"
modGunFlashlightSchematic,"Weapon Flashlight Mod"
modGunForegripSchematic,"Fore Grip Mod"
modGunLaserSightSchematic,"Laser Sight Mod"
modGunMagazineExtenderSchematic,"Magazine Extender Mod"
modGunMeleeBlessedMetalSchematic,"Blessed Metal Mod"
modGunMeleeRadRemoverSchematic,"Rad Remover Mod"
modGunMeleeTheHunterSchematic,"The Hunter Mod"
modGunMuzzleBrakeSchematic,"Muzzle Brake Mod"
modGunReflexSightSchematic,"Reflex Sight Mod"
modGunRetractingStockSchematic,"Retracting Stock Mod"
modGunScopeSmallSchematic,"Scope 2x Mod"
modGunScopeMediumSchematic,"Scope 4x Mod"
modGunScopeLargeSchematic,"Scope 8x Mod"
modGunSoundSuppressorSilencerSchematic,"Silencer Mod"
modGunTriggerGroupBurst3Schematic,"Trigger Group: Burst Mod"
modGunTriggerGroupAutomaticSchematic,"Trigger Group: Full Auto Mod"
modGunTriggerGroupSemiSchematic,"Trigger Group: Semi Mod"
modMeleeBunkerBusterSchematic,"Bunker Buster Mod"
modMeleeClubBurningShaftSchematic,"Burning Shaft Mod"
modMeleeClubBarbedWireSchematic,"Barbed Wire Mod"
modMeleeClubMetalSpikesSchematic,"Metal Spikes Mod"
modMeleeErgonomicGripSchematic,"Ergonomic Grip Mod"
modMeleeFortifyingGripSchematic,"Fortifying Grip Mod"
modMeleeGraveDiggerSchematic,"Grave Digger Mod"
modMeleeIronBreakerSchematic,"iron Breaker Mod"
modMeleeSerratedBladeSchematic,"Serrated Blade Mod"
modMeleeStructuralBraceSchematic,"Structural Brace Mod"
modMeleeTemperedBladeSchematic,"Tempered Blade Mod"
modMeleeWeightedHeadSchematic,"Weighted Head Mod"
modMeleeWoodSplitterSchematic,"Wood Splitter Mod"
modRoboticDroneArmorPlatingModSchematic,"Drone Armor Mod"
modRoboticDroneCargoModSchematic,"Drone Cargo Mod"
modRoboticDroneHeadlampModSchematic,"Drone Light Mod"
modRoboticDroneMedicModSchematic,"Drone Medic Mod"
modRoboticDroneMoraleBoosterModSchematic,"Drone Morale Booster Mod"
modShotgunSawedOffBarrelSchematic,"Sawed-Off Shotgun Mod"
modVehicleExpandedSeatSchematic,"Vehicle Expanded Seating Mod"
modVehicleFuelSaverSchematic,"Vehicle Fuel Saver Mod"
modVehicleOffRoadHeadlightsSchematic,"Vehicle Off Road Lights Mod"
modVehicleReserveFuelTank,"Vehicle Reserve Fuel Tank Mod"
modVehicleReserveFuelTankDesc,"Increases your vehicle fuel storage."
modVehicleReserveFuelTankSchematic,"Vehicle Reserve Fuel Tank Mod"
modVehicleSuperChargerSchematic,"Vehicle Super Charger Mod"
motionsensorSchematic,"Motion Sensor"
oldCash,"Old Cash"
oldCashDesc,"This used to be legal tender. A great substitute for toilet paper. Some traders might be interested buying this."
questReward4x4PartsBundle,"Car Parts Bundle"
poweredDoorsSchematic,"Powered Doors and Bridges"
pressureplateSchematic,"Basic Sensors"
resourceBrassObjectGroupDesc,"Can be scrapped into [decea3]Scrap Brass[-] in your backpack or at the workbench"
resourceBrokenGlass,"Scrap Glass"
resourceBrokenGlassDesc,"Broken glass can be smelted into glass at the forge or used to end it all if the apocalypse is just too much for you."
resourceBulletCasing,"Bullet Casing"
resourceBulletCasingDesc,"Brass casing for projectile based firearms. Holds all parts of the ammunition round together."
resourceBulletTip,"Bullet Tip"
resourceBulletTipDesc,"A bullet tip for projectile based firearms. Also known as the projectile of the round, casted from molten lead."
resourceClayLump,"Clay"
resourceClayLumpDesc,"Key resource for forging. Dug from earth in small quantities alongside with soil. Can also be crafted by mixing soil with water."
resourceCobblestones,"Cobblestone"
resourceCobblestonesDesc,"Cobblestone can be used to build surprisingly sturdy stone structures."
resourceCrushedSand,"Sand"
resourceCrushedSandDesc,"Core resource, that can be made by further crushing Stone Powder or used to make Glass."
resourceFeather,"Feather"
resourceFeatherDesc,"Feathers are primarily found in bird nests & on chickens. They can be used to craft arrows and crossbow bolts."
resourceFemur,"Large Bone"
resourceFemurDesc,"You can get [decea3]Bone Powder[-] by scrapping it up into bits. [decea3]Bone Powder[-] is used to make [decea3]Glue[-]."
resourceFishingWeight,"Fishing Weights"
resourceFishingWeightDesc,"Lead objects can be scrapped into scrap lead in your backpack or smelted in a forge as a core resource."
resourceForgedIron,"Iron Plating"
resourceForgedIronDesc,"Crafted by shaping iron ingots to form flat forged iron pieces. Used in crafting, repairing and upgrading a variety of things."
resourceForgedSteel,"Steel Plating"
resourceForgedSteelDesc,"Crafted by shaping steel ingots to form flat forged steel pieces. Can be used to make some of the strongest items in the game."
resourceGoldNugget,"Gold Nugget"
resourceGoldNuggetDesc,"It's a shiny, densely packed nugget, could be smelted into an ingot to increase the value."
resourceGunPowder,"Gunpowder"
resourceGunPowderDesc,"Gun powder made from coal, nitrate and sulfur can be used to make your own ammo and explosives."
resourceLockPick,"Lockpick"
resourceLockPickDesc,"If you have lockpicks in your inventory then you can pick some locks by holding 'E' and selecting the Pick Lock action.\nThey do not need to be equipped on the toolbelt."
resourceMetalPipe,"Iron Pipe"
resourceMetalPipeDesc,"A rather ordinary short iron pipe. Can be used in a variety of recipes."
resourceMilitaryFiberSchematic,"Military Fiber"
resourceOilSchematic,"Oil"
resourceRadiator,"Brass Radiator"
resourceRadiatorDesc," "
resourceRawDiamond,"Raw Diamond"
resourceRawDiamondDesc,"If only i found this before the apocalypse started, I wonder if its a blood diamond."
resourceRocketCasing,"Rocket Casing"
resourceRocketCasingDesc,"A rocket casing is used to make ammo for the rocket launcher."
resourceRocketTip,"Rocket Fuse"
resourceRocketTipDesc,"A rocket fuse is used to make ammo for the rocket launcher."
resourceScrapBrass,"Scrap Brass"
resourceScrapBrassDesc,"A core resource for forging that can be used to make ammo casings among other things."
resourceScrapIron,"Scrap Iron"
resourceScrapIronDesc,"A core resource for crafting, forging, repairing & upgrading. Next to wood there's nothing more useful."
resourceScrapLead,"Scrap Lead"
resourceScrapLeadDesc,"A core resource for forging. Can be used to make bullet tips and more."
resourceScrapPolymers,"Scrap Plastic"
resourceScrapPolymersDesc,"Random bits of scrap plastic, that you can carefully mold into new shapes."
resourceSilverNugget,"Silver Nugget"
resourceSilverNuggetDesc,"Maybe I should keep this, werewolves in the apocalypse are totally possible right?"
resourceTrophy1,"Brass Trophy"
resourceTrophy1Desc,"It would be more useful if scrapped or smelted in the [decea3]Forge[-]."
resourceTrophy2,"Lead Trophy"
resourceTrophy2Desc,"Lead objects can be scrapped into scrap lead in your backpack or smelted in a [decea3]Forge[-] as a core resource."
resourceWood,"Salvaged Old Boards"
resourceWoodDesc,"Some old boards, that don't have much use"
shotgunTurretSchematic,"Shotgun Turret"
smallEngine,"Compact Engine"
smallEngineDesc,"Small engine for small vehicles or tools"
speakerSchematic,"Electric Speaker"
spotlightPlayerSchematic,"Electric Spotlight"
switchSchematic,"Electric Switch"
toolBeaker,"Beaker"
toolBeakerDesc,"Required tool for making a chemistry station."
toolBellows,"Bellows"
toolBellowsDesc,"Helps better manage airflow in the forge, increasing it's crafting speed by [decea3]25%[-]"
toolBellowsSchematic,"Bellows"
toolBellowsSchematicDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
resourceYuccaFibers,"Plant Fibers"
resourceYuccaFibersDesc,"Plant fibers are acquired from destroying grass & small plants. Can be used to craft many things and for planting grass using the secondary action."
thrownDynamite,"Dynamite"
thrownDynamiteDesc,"Can be lit with the secondary action & thrown with the primary action. The throwing part is very important."
thrownDynamiteSchematic,"Dynamite"
thrownAmmoPipeBomb,"Pipe Bomb"
thrownAmmoPipeBombSchematic,"Pipe Bomb"
thrownGrenade,"Grenade"
thrownGrenadeSchematic,"Grenade"
thrownGrenadeContact,"Contact Grenade"
thrownGrenadeContactSchematic,"Contact Grenade"
thrownTimedCharge,"Timed Charge"
toolAnvil,"Anvil"
toolAnvilDesc,"Required to make [decea3]Blacksmith's Forge (Tier 2)[-], which will allow shaping more advanced metals."
toolAnvilSchematic,"Anvil"
toolForgeCrucible,"Crucible"
toolForgeCrucibleDesc,"Required to make [decea3]Furnace (Tier 2)[-], which will allow processing of silver, gold, steel and titanium."
toolForgeCrucibleSchematic,"Crucible"
vehicle4x4TruckAccessoriesSchematic,"4x4 Accessories"
vehicle4x4TruckChassisSchematic,"4x4 Frame"
vehicle4x4TruckPlaceable,"4x4 Ranger"
vehicle4x4TruckPlaceableDesc,"Drivable vehicle. Use secondary action to place it in the world."
vehicleBicycleHandlebarsSchematic,"Bicycle Handlebars"
vehicleBicycleChassisSchematic,"Bicycle Frame"
vehicleBicyclePlaceable,"Mountain Bike"
vehicleBicyclePlaceableDesc,"Drivable vehicle. Use secondary action to place it in the world."
vehicleGyroCopterAccessoriesSchematic,"GyroCopter Accessories"
vehicleGyroCopterChassisSchematic,"GyroCopter Frame"
vehicleGyrocopterPlaceable,"Scout"
vehicleGyrocopterPlaceableDesc,"Drivable vehicle. Use secondary action to place it in the world."
vehicleMinibikeChassisSchematic,"Minibike Frame"
vehicleMinibikeHandlebarsSchematic,"Minibike Handlebars"
vehicleMinibikePlaceable,"Comet Minibike"
vehicleMinibikePlaceableDesc,"Drivable vehicle. Use secondary action to place it in the world."
vehicleMotorcycleChassisSchematic,"Motorcycle Frame"
vehicleMotorcycleHandlebarsSchematic,"Motorcycle  Handlebars"
vehicleMotorcyclePlaceable,"Wanderer Motorcycle"
vehicleMotorcyclePlaceableDesc,"Drivable vehicle. Use secondary action to place it in the world."
workbenchSchematic,"Workbench"
mineCookingPotBlueprint,"Cooking Pot Mine"
mineCookingPotBlueprintDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
rScrapIronPlateMineBlueprint,"Pressure Plate Mine"
rScrapIronPlateMineBlueprintDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
mineHubcapBlueprint,"Hubcap Mine"
mineHubcapBlueprintDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
thrownTimedChargeBlueprint,"Timed Charge"
thrownTimedChargeBlueprintDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
mineAirFilterBlueprint,"Air Filter Mine"
mineAirFilterBlueprintDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
resourceLockPickBlueprint,"Bobby Pin"
resourceLockPickBlueprintDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
armorIronSetSchematic,"Iron Armor"
armorIronHelmetBlueprint,"Iron Helmet"
armorIronHelmetBlueprintDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
armorIronChestBlueprint,"Iron Chest Armor"
armorIronChestBlueprintDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
armorIronGlovesBlueprint,"Iron Gloves"
armorIronGlovesBlueprintDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
armorIronLegsBlueprint,"Iron Leg Armor"
armorIronLegsBlueprintDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
armorIronBootsBlueprint,"Iron Boots"
armorIronBootsBlueprintDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
armorSteelHelmetBlueprint,"Steel Helmet"
armorSteelHelmetBlueprintDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
armorSteelChestBlueprint,"Steel Chest Armor"
armorSteelChestBlueprintDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
armorSteelGlovesBlueprint,"Steel Gloves"
armorSteelGlovesBlueprintDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
armorSteelLegsBlueprint,"Steel Leg Armor"
armorSteelLegsBlueprintDesc,"Allows you to learn new crafting recipe. If already known, gives XP when used."
armorSteelBootsBlueprint,"Steel Boots"
